CD45,SMA,CK5,CK7
0.4270636464381333,0.0,0.4270636464381333,0.0
0.9618531287489762,2.0207630438548074,0.5915930596297525,0.0816539935936327
0.1434604393262656,0.0359804953115973,0.2493265940107571,0.0
0.3478061384748399,0.0885992831316475,1.3159056386389771,0.1326832115164887
0.2448003006665492,0.1408213481837107,0.4120981853419125,0.1057681166858375
0.7325652429449167,0.0307593064041284,0.183552510605794,0.3029845987654191
0.0529579576037391,0.1057681166858375,0.0529579576037391,0.0
0.3214162187537928,0.1087783623626355,0.2692186267598049,0.1087783623626355
0.5992735584605718,0.0,0.0,0.1582863501773091
0.2103756246931571,0.070584993361627,0.5992735584605718,0.0353144692985644
1.456231619946281,0.097658935627385,0.7941733033161633,0.194401697817008
0.2103756246931571,0.0423734904303232,0.4120981853419125,0.084671136839947
1.0933419259533,0.1057681166858375,1.0772777442627206,0.2874307983226424
0.9229328459783446,0.0235456976096071,0.0940527678979792,0.0470783541366497
0.0,0.0,0.2103756246931571,0.0
0.1119646109404462,0.1119646109404462,0.2225555922170948,0.0
0.202075538199216,0.0,0.4889210001813335,0.1268183083062913
1.0035959512247106,0.1358232711298048,0.6743382255625198,0.1806705142582271
0.4120981853419125,0.0264882598609721,0.2746916956221354,0.0793906478525972
1.456231619946281,0.3057187664957661,0.6240611792753293,0.1326832115164887
0.1153427283076471,0.739828797375102,0.3401958802017401,0.0577671913394546
0.9576527464053508,0.3293751864306372,1.0392270416777698,0.2692186267598049
0.0257725216083641,0.0,0.4487437221172373,0.0515279443879687
0.1408213481837107,0.0,0.070584993361627,0.070584993361627
0.2521836136811901,0.1148477404181359,0.2041160777816403,0.0657243178014236
0.1358232711298048,0.0,0.0,0.1358232711298048
0.7069582140395899,0.1960565136368331,0.5806807707984208,0.1745040503401152
1.2170611015014476,0.0732950390689821,0.2183430370451381,0.0
0.0247686068357143,0.172540604397119,0.3401958802017401,0.172540604397119
0.197982347770517,0.0853014884787294,0.0569059309448907,0.0284644804916766
0.5549626786891074,0.1550819265839619,0.1550819265839619,0.2314835838370253
0.2282146205960062,0.1960565136368331,0.2601424879782071,0.0328798983829399
0.6579313336600665,0.2789429919288942,0.379373987589203,0.0353144692985644
0.1708318702319377,0.0190726210204719,0.2639570596579649,0.1331228988639994
0.521064074713406,0.3214162187537928,1.115938935052769,0.0544695681643013
0.4932759145219368,0.1823888076449132,0.3590396057517008,0.0732950390689821
0.194401697817008,0.0,0.2421618344211379,0.1461999837769065
0.2321485500791757,0.0,0.1994515761536173,0.1334545759025749
0.5448524726148656,0.0762212844253411,0.0762212844253411,0.0381383085044685
0.5448524726148656,0.3727813707034542,0.1268183083062913,0.0635365009800896
0.3478061384748399,0.2200089257157488,0.8956029672933083,0.0443430883144396
0.0307593064041284,0.0614895584397369,0.3612604824860198,0.1532205662517231
0.4349503382550723,0.2225555922170948,0.3657840324583271,0.2949033564868922
0.3727813707034542,0.0,0.3727813707034542,0.3727813707034542
0.5818858285574587,0.4183848316964331,0.8258099084661527,0.0614895584397369
0.3214162187537928,0.027244882683768,0.1895997723765012,0.0544695681643013
0.1057681166858375,0.2103756246931571,0.2103756246931571,0.1057681166858375
1.027112559335258,0.1214487374973535,0.7417396287020376,0.1616254163884863
1.1556019368135173,0.1895997723765012,0.1895997723765012,0.0
0.2103756246931571,0.070584993361627,0.769501857089443,0.0
0.1616254163884863,0.0911842242944492,0.3670880374033278,0.1214487374973535
0.5824316199971042,0.9980812487934204,0.9980812487934204,0.2168501716185091
0.0,0.0544695681643013,0.6145399399141026,0.0544695681643013
0.49168365454121,0.0,0.1391150744682375,0.0
1.1064184058929016,2.1131139419366667,0.8346489162786255,0.2588950903480355
0.4992004939627003,0.1382773015973989,1.4941077310509454,0.172540604397119
0.5826918655277253,0.1461999837769065,0.400062432079861,0.0879195075444647
0.2103756246931571,0.060514732925291,0.2398989743831725,0.0302712137248912
0.3462574580396228,0.4762918581670537,2.1881341249818425,0.2103756246931571
0.6651286406547854,0.0595703159240006,0.2937834832656159,0.0
0.7895776841691058,0.3127717444888536,2.1881341249818425,0.2362192589212067
0.829124682554054,0.1741078119023147,1.2166946034487618,0.2932593827776912
1.1432332308063191,0.3209495379123641,1.7062832887407902,0.2383081344497483
0.3065831958469017,0.1165144240226694,0.1934220690339801,0.0777737231390981
0.4992004939627003,0.1382773015973989,0.3072588677444529,0.172540604397119
0.3949682057616364,0.2129665010232712,0.8133233321328924,0.0952249084321424
0.3001246628707493,0.1057681166858375,0.4723306320846634,0.1843928099837157
1.0908838414547726,0.5575467891577767,0.1461999837769065,0.0
0.7304123657255677,0.0853014884787294,0.3621218559343506,0.4150088622370567
0.379373987589203,0.0,0.379373987589203,0.070584993361627
1.2917608276310393,1.88148918946576,1.0362032197800262,0.2362192589212067
0.6427312286472502,0.2171683632759315,1.2789303239027885,0.0624962841791021
0.1582863501773091,0.1582863501773091,0.2746916956221354,0.0397265859283575
0.769501857089443,0.084671136839947,0.7034758678189132,0.2516524601771812
0.2540216832278164,0.1461999837769065,0.3590396057517008,0.1823888076449132
0.2436940495086055,0.0,0.0614895584397369,0.122748152572184
0.254675517920949,0.0818206039215252,0.5959790426040859,0.3662138142751077
0.2225555922170948,0.0,1.1064184058929016,0.2769429897493108
0.0865907385301218,0.4992004939627003,0.4209521542613932,0.0865907385301218
0.8482446626734935,1.37723568766439,0.3291066283102584,0.2549817822184582
0.1895997723765012,0.1895997723765012,0.893531436108059,0.0
0.495038958907993,0.0772492713381838,0.1285227564886468,0.1540423131533059
0.0,0.0,0.0,0.0
0.9481537175658372,0.0238399634277394,0.1189305418682468,0.0238399634277394
0.3981229309202401,0.3557580640230599,0.090703090280171,0.1806705142582271
0.2362192589212067,2.4866719099823027,1.4659641030112522,0.1425698561079322
0.6651286406547854,0.2029655001192991,0.8482446626734935,0.2029655001192991
0.5529119027734488,2.018856677896501,0.6508806470439307,0.3857906772690623
0.4341747415803459,0.1296846676784346,0.2009426310554468,0.1440001317805235
0.4043587971631771,0.0188838057439602,0.9344060239350208,0.1691564928017581
0.1490458071190128,0.1859247888486614,0.1119646109404462,0.0373908503147357
0.2531550555764413,0.1621139112759109,0.7436597921320416,0.0929090919661437
0.183552510605794,0.3029845987654191,0.5287678769091965,0.122748152572184
0.8841166326049487,1.4014293045599608,0.4604055554921267,0.1994515761536173
0.2269325308375408,0.0762212844253411,0.2269325308375408,0.0
0.3942985398491299,0.2851179164692151,1.2279048862871371,0.1153427283076471
0.656676564388083,0.2058664451231054,0.3259172135873973,0.0828347046986747
0.342925092015648,0.1373230539419062,0.3826644182514436,0.1057681166858375
0.9532170797291948,0.5419459794253373,0.6954753638960808,0.1665428811706907
0.2893866843936334,0.0,0.0366721208202265,0.1098201431365778
0.3504177175563212,0.5310094296815087,0.3504177175563212,0.1974006614663216
0.6799810132400789,0.2421618344211379,0.5575467891577767,0.2421618344211379
0.04145286070283,0.1240756028226352,0.8179254927315761,0.4790434001474826
0.2930415517352774,0.0742451886216075,1.1011945363519042,0.1968944651767537
1.031713735452959,0.17972975088006,0.3350180544749181,0.2775115216378015
0.4992004939627003,0.0,0.0865907385301218,0.0
0.552037450789939,0.0662950013867514,0.3259172135873973,0.0993518326954928
0.747881950577296,0.1189305418682468,0.0744381796022226,0.0744381796022226
0.7172039471369918,0.0865907385301218,0.323769802104363,0.1554315774237755
0.3170359708371014,0.0805064331057159,0.1604969160063805,0.0537031330622142
0.2549817822184582,0.1285227564886468,0.2798615477353464,0.0
0.1582863501773091,1.3639122274609514,0.1974006614663216,0.0397265859283575
0.8882779900830599,0.1675135091709209,0.2769429897493108,0.2769429897493108
0.1651077551984005,0.1651077551984005,0.2863248234544601,0.04145286070283
0.16948894650738,0.0680680584313581,0.1358232711298048,0.0680680584313581
0.2692186267598049,0.1358232711298048,0.0,0.0680680584313581
0.2549817822184582,0.2549817822184582,0.0515279443879687,0.0515279443879687
0.4349503382550723,0.0,0.7212197235971998,0.1119646109404462
0.2103756246931571,1.165678690124532,0.7962113330621264,0.1057681166858375
0.1895997723765012,0.0952249084321424,0.0952249084321424,0.1425698561079322
0.6434466849776906,0.1408213481837107,0.1582863501773091,0.2448003006665492
0.3657840324583271,0.0373908503147357,0.1119646109404462,0.0373908503147357
0.1500191043861454,0.0,0.0501730978589789,0.1002204463226117
0.8482446626734935,0.0,0.3727813707034542,0.1895997723765012
0.6743382255625198,0.5992735584605718,0.2692186267598049,0.2692186267598049
0.9799039828955836,0.0,0.1895997723765012,0.0952249084321424
0.2893866843936334,0.9990727744634346,0.7941733033161633,0.2893866843936334
0.3179025910389612,0.0968339055638173,0.2244107439995019,0.0323228076365427
0.5992735584605718,0.3727813707034542,0.2516524601771812,0.597291872671921
0.3960546820681787,0.3375090265027814,0.0624962841791021,0.0312633944309849
0.2448003006665492,2.134667039485613,0.6865405412237634,0.2103756246931571
0.1189305418682468,1.2220434385393424,1.2220434385393424,0.2362192589212067
0.1461999837769065,0.0,0.0,0.0
0.183552510605794,0.2436940495086055,0.0614895584397369,0.183552510605794
0.2269325308375408,0.4431255656683023,0.3727813707034542,0.0762212844253411
0.451605028009859,0.0777737231390981,0.6532148512956863,0.0
0.0595703159240006,0.0,0.1189305418682468,0.1189305418682468
0.1520041925588409,0.1520041925588409,0.1520041925588409,0.0
0.4059932512643623,0.0595703159240006,0.0595703159240006,0.2937834832656159
0.5992735584605718,0.178378636075771,1.081003105433972,0.2103756246931571
0.2549817822184582,0.0515279443879687,0.1029197074368127,0.0515279443879687
0.5392327692197222,0.2086183054131872,0.2869996962069506,0.1289560317673385
0.4604055554921267,0.0,0.4604055554921267,0.4604055554921267
0.7034758678189132,0.2823404973808593,0.0952249084321424,0.0952249084321424
0.4376426014975079,0.0501730978589789,0.9532170797291948,0.0501730978589789
0.2658466562883084,0.1219651962489798,0.0732950390689821,0.0732950390689821
0.5613393023871467,0.2269325308375408,0.1331228988639994,0.0571901515677364
0.4604055554921267,0.1358232711298048,1.773571555695025,0.3981229309202401
0.2646036045978238,0.9075360492195744,0.5419459794253373,0.1002204463226117
0.4668207545385119,0.0284644804916766,0.2258223657828026,0.597291872671921
0.4808104702833038,0.0,0.0,0.0
0.5350906831780493,0.8563413794133613,0.4955779589397432,0.0224378552802327
0.2572501914312742,0.0433359285756935,0.2572501914312742,0.0433359285756935
0.524686085898546,0.2009426310554468,0.5747265315750321,0.0577671913394546
0.7606183805797484,0.9485937568237344,0.1561356116034783,0.1561356116034783
0.3462574580396228,0.1408213481837107,0.070584993361627,0.070584993361627
0.5095295928426079,0.1823888076449132,0.2183430370451381,0.0549927891806096
0.8097016746471066,1.0072883796832852,0.1792630145293076,0.2526227037374214
0.1540423131533059,0.1029197074368127,0.1029197074368127,0.0
0.1609464278095351,0.0646119071712693,0.4384177856260312,0.0646119071712693
0.292513860518823,2.235073595418182,0.292513860518823,0.1268183083062913
0.2362192589212067,0.1189305418682468,1.061006502887466,0.0793906478525972
0.7941733033161633,0.3359923278277217,0.4270636464381333,0.097658935627385
0.2751218233750723,0.1069520365812382,0.2336126142306132,0.0642494189777348
1.115938935052769,0.0544695681643013,0.2692186267598049,0.2162955573585099
0.3329060775336872,0.1687427467734583,0.3329060775336872,0.0
0.0793906478525972,0.0,0.1582863501773091,0.0793906478525972
0.6411486637547257,0.1168535694508137,0.6133392935569553,0.1334545759025749
0.6280491912051881,0.0515279443879687,0.2299465883095066,0.1285227564886468
0.6764979790904987,0.1119646109404462,0.3305439368049558,0.0
0.3932679561463862,0.2183430370451381,0.2183430370451381,0.1461999837769065
0.4120981853419125,0.0529579576037391,1.214840026149393,0.0529579576037391
0.1098201431365778,0.1098201431365778,0.0732950390689821,0.0366721208202265
0.4425521751485798,2.1145856409202946,0.634408352536969,0.0630121026743945
0.3181772305089973,1.2034318166589246,0.2362192589212067,0.1526775699717543
0.5413270367095311,0.201545273008522,0.1616254163884863,0.0405713737927242
0.2572501914312742,0.0989231386539511,0.5319111842660581,0.2090291643939446
0.6417004616630325,0.3727813707034542,0.8203741577501461,0.2269325308375408
0.2516524601771812,0.1520041925588409,0.276222724038899,0.1268183083062913
0.6270901968915827,0.1418652852969427,0.554711801932793,0.2809717332806414
0.070584993361627,2.287505859939646,0.769501857089443,0.1408213481837107
0.2692186267598049,0.2103756246931571,0.9435561970560692,0.1508069084383409
0.3148043826929328,0.1403518770340325,0.7377165174053526,0.1403518770340325
0.8482446626734935,0.0595703159240006,0.2746916956221354,0.1386351122596574
0.1443621805971094,0.1919708897545054,0.7489028365540217,0.1682137386600394
0.4829476894262438,0.0780006722794921,0.3497612201911766,0.5898369594669968
0.3727813707034542,0.9024173347189192,0.2269325308375408,0.0381383085044685
0.2207306244934404,0.1895997723765012,0.2516524601771812,0.0952249084321424
0.3850446810078768,0.0657243178014236,0.6718026044636315,0.0
0.5104818718716041,0.0840500222486956,0.3570132070868912,0.2769429897493108
0.6385917986754883,0.0235456976096071,0.6959703420083158,0.0235456976096071
0.9096457285904888,0.0693036994556193,0.3727813707034542,0.1038520068162447
0.2183430370451381,0.0488876455309881,0.1219651962489798,0.0732950390689821
0.7335259272186546,0.1520041925588409,0.2269325308375408,0.0381383085044685
0.2562141645461993,0.3683776554789177,0.4762918581670537,0.0470783541366497
0.1789841284514154,2.4866719099823027,0.2840700843169012,0.1434604393262656
0.2692186267598049,0.038916252567417,0.1934220690339801,0.0777737231390981
0.5366941938448367,0.0936684314000875,0.7668494228236299,0.2171683632759315
0.9696191078419742,0.1036173548668747,0.3557580640230599,0.1036173548668747
0.3981229309202401,0.7981013307705059,0.16948894650738,0.0340537345697668
0.4889210001813335,0.0,0.0,0.1268183083062913
0.0560699614069388,0.0,0.1119646109404462,0.0560699614069388
1.2202952616673588,0.3045736406358951,0.495038958907993,0.1540423131533059
0.2572501914312742,0.172540604397119,0.5747265315750321,0.0
0.3590396057517008,0.2893866843936334,0.5575467891577767,0.1461999837769065
0.2803891247101511,0.1214487374973535,0.319211302573933,0.0
0.2572501914312742,0.3808701258568535,0.4209521542613932,0.0
0.1020039694798248,0.16948894650738,0.2029655001192991,0.0680680584313581
0.4604055554921267,0.0,0.1582863501773091,0.1582863501773091
0.0719145156455693,2.2548448186316308,0.4522703705220298,0.0719145156455693
0.1391150744682375,0.0465046439394367,0.3201526095409723,0.0
1.061006502887466,0.0,0.0793906478525972,0.0793906478525972
0.0879195075444647,0.3174293116770796,0.5575467891577767,0.058654907251211
0.1561356116034783,0.8196030969639357,0.4780260986358128,0.0522331697235184
0.0793906478525972,0.6971453242926694,0.2362192589212067,0.0
0.1425698561079322,1.7577202952913196,0.1425698561079322,0.2823404973808593
0.0307593064041284,0.8030285532398186,1.0923117030499438,0.0614895584397369
0.4889210001813335,0.0635365009800896,0.1268183083062913,0.1268183083062913
0.5992735584605718,0.0635365009800896,0.7532511944711416,0.1268183083062913
0.7510220450367137,0.1296846676784346,0.1296846676784346,0.0433359285756935
0.0664874363489601,2.2050259849041285,0.3893097067015423,0.3057187664957661
0.3278843997104741,0.1425698561079322,0.6259067325879558,0.0
0.1440001317805235,0.0865907385301218,0.4473262432274196,0.0865907385301218
0.2362192589212067,0.0793906478525972,0.8482446626734935,0.0397265859283575
0.2877300033454729,1.940933534165389,0.3092056309332821,0.0672684705882598
0.0680680584313581,1.369348290082862,0.4909439980045287,0.1358232711298048
0.4790434001474826,0.1240756028226352,0.4036004412021648,0.1651077551984005
0.3029845987654191,0.0,0.183552510605794,0.0614895584397369
0.246290869989652,0.0828347046986747,0.0,0.1651077551984005
0.1311668531601412,0.0,0.1960565136368331,0.0
0.0560699614069388,0.1119646109404462,0.1675135091709209,0.0560699614069388
0.0,0.0,2.1488997389156754,0.246290869989652
0.4036004412021648,0.1377794488115751,0.4790434001474826,0.1103485373529593
0.1189305418682468,0.0,0.2362192589212067,0.0
0.1806705142582271,0.090703090280171,0.090703090280171,0.0
0.2769429897493108,0.0560699614069388,0.2225555922170948,0.0560699614069388
0.0614895584397369,0.0,0.2436940495086055,0.0614895584397369
0.0865907385301218,0.0,0.9684453372024844,0.172540604397119
